id,event_id,timestamp,source_ip,dest_ip,port,protocol,threat_type,severity,attack_category,confidence,details,dataset,country,city,latitude,longitude,dest_country,dest_city,dest_latitude,dest_longitude
983,53650,13:52:42,53.160.99.121,16.83.76.59,25,DNS,DNS Tunneling,Critical,Endpoint,1.0,Detected DNS Tunneling from external source,CAIDA UCSD Network Telescope,Germany,Frankfurt,50.1109,8.6821,India,Mumbai,19.076,72.8777
982,72333,13:52:42,231.179.211.18,106.153.187.2,80,UDP,Ransomware,Critical,DNS,0.94,Detected Ransomware from internal source,Rapid7 Project Sonar,Brazil,São Paulo,-23.5505,-46.6333,Singapore,Singapore,1.3521,103.8198
981,48403,13:52:42,237.169.219.122,37.202.218.6,3306,HTTP,Brute Force,High,Endpoint,0.85,Detected Brute Force from internal source,MAWI Packet Trace Archive,Brazil,São Paulo,-23.5505,-46.6333,Japan,Tokyo,35.6895,139.6917
980,69126,13:52:42,228.157.66.170,53.123.175.39,25,DNS,SQL Injection,Critical,Endpoint,1.0,Detected SQL Injection from internal source,Rapid7 Project Sonar,Singapore,Singapore,1.3521,103.8198,Germany,Frankfurt,50.1109,8.6821
979,52543,13:52:42,167.230.78.121,200.161.168.99,445,DNS,Zero-Day Exploit,Critical,Endpoint,0.99,Detected Zero-Day Exploit from external source,CERT NetFlow & Incident Datasets,United Kingdom,London,51.5074,-0.1278,South Africa,Johannesburg,-26.2041,28.0473
978,80417,13:52:42,49.155.221.126,145.123.168.91,445,TCP,Malware Download,Critical,DNS,1.0,Detected Malware Download from internal source,GreyNoise Attack Source Intelligence,Germany,Frankfurt,50.1109,8.6821,India,Mumbai,19.076,72.8777
977,89560,13:52:42,46.77.13.246,45.127.218.15,21,ICMP,SQL Injection,Critical,Application,0.98,Detected SQL Injection from external source,DShield / SANS Internet Storm Center Logs,Brazil,São Paulo,-23.5505,-46.6333,United States,New York,40.7128,-74.006
976,70701,13:52:42,207.151.153.163,245.168.234.79,21,DNS,SQL Injection,Critical,Network,0.88,Detected SQL Injection from external source,RIPE Atlas Measurement Data,Canada,Toronto,43.65107,-79.347015,Singapore,Singapore,1.3521,103.8198
975,44780,13:52:40,192.42.102.170,92.30.23.53,443,HTTPS,Ransomware,Critical,DNS,0.98,Detected Ransomware from internal source,OpenThreatExchange (AlienVault OTX) Data Pulses,United States,San Francisco,37.7749,-122.4194,South Africa,Johannesburg,-26.2041,28.0473
974,16264,13:52:40,221.73.100.39,51.180.178.52,123,ICMP,Botnet Activity,Critical,Network,0.99,Detected Botnet Activity from internal source,Team Cymru Malware & ASN Intelligence,South Africa,Johannesburg,-26.2041,28.0473,Japan,Tokyo,35.6895,139.6917
973,84578,13:52:40,2.176.233.60,181.189.132.164,5432,HTTPS,Data Exfiltration,Critical,DNS,0.89,Detected Data Exfiltration from external source,DShield / SANS Internet Storm Center Logs,India,Mumbai,19.076,72.8777,United Kingdom,London,51.5074,-0.1278
972,83765,13:52:40,249.229.70.82,89.158.197.39,445,DNS,DDoS Attack,Critical,Endpoint,0.9,Detected DDoS Attack from external source,Team Cymru Malware & ASN Intelligence,United States,San Francisco,37.7749,-122.4194,India,Mumbai,19.076,72.8777
971,88768,13:52:40,182.61.110.118,107.63.124.202,443,ICMP,Zero-Day Exploit,Critical,Email,0.89,Detected Zero-Day Exploit from internal source,Abuse.ch Threat Feeds,Canada,Toronto,43.65107,-79.347015,India,Mumbai,19.076,72.8777
970,56777,13:52:40,206.205.136.113,100.228.48.253,22,UDP,Malware Download,Critical,Email,1.0,Detected Malware Download from internal source,CIRT Threat Intelligence Feeds,India,Bengaluru,12.9716,77.5946,United States,New York,40.7128,-74.006
969,13077,13:52:40,168.38.217.118,133.62.87.254,53,ICMP,Malware Download,Critical,Network,0.98,Detected Malware Download from external source,GreyNoise Attack Source Intelligence,Germany,Frankfurt,50.1109,8.6821,Australia,Sydney,-33.8688,151.2093
968,75626,13:52:40,181.81.160.99,237.201.201.135,25,DNS,DDoS Attack,Critical,Endpoint,0.95,Detected DDoS Attack from internal source,Rapid7 Project Sonar,India,Bengaluru,12.9716,77.5946,Singapore,Singapore,1.3521,103.8198
967,50853,13:52:40,217.158.201.244,124.189.251.140,80,ICMP,Phishing,Critical,DNS,0.99,Detected Phishing from external source,Shadowserver Foundation Public Datasets,South Africa,Johannesburg,-26.2041,28.0473,Canada,Toronto,43.65107,-79.347015
966,26194,13:52:38,141.117.185.98,88.68.217.20,22,HTTP,XSS Attempt,Critical,Email,1.0,Detected XSS Attempt from internal source,FireHOL IP Blacklist Aggregator Feeds,Japan,Tokyo,35.6895,139.6917,Australia,Sydney,-33.8688,151.2093
965,79268,13:52:37,149.122.191.139,42.43.95.75,8080,ICMP,Data Exfiltration,Critical,Application,0.99,Detected Data Exfiltration from external source,RIPE Atlas Measurement Data,United States,San Francisco,37.7749,-122.4194,Singapore,Singapore,1.3521,103.8198
964,79504,13:52:37,186.31.24.226,146.32.9.104,25,UDP,XSS Attempt,Critical,Web,0.99,Detected XSS Attempt from external source,DShield / SANS Internet Storm Center Logs,United States,San Francisco,37.7749,-122.4194,Brazil,São Paulo,-23.5505,-46.6333
963,85666,13:52:37,79.56.183.180,223.110.131.208,53,TCP,DDoS Attack,Critical,DNS,0.95,Detected DDoS Attack from external source,Shadowserver Foundation Public Datasets,Australia,Sydney,-33.8688,151.2093,India,Bengaluru,12.9716,77.5946
962,52702,13:52:37,172.129.127.33,25.17.180.143,80,HTTP,Data Exfiltration,Critical,Application,0.97,Detected Data Exfiltration from external source,GreyNoise Attack Source Intelligence,United States,San Francisco,37.7749,-122.4194,India,Mumbai,19.076,72.8777
961,91646,13:52:37,104.160.76.206,172.121.18.243,5432,DNS,SQL Injection,Critical,Email,0.98,Detected SQL Injection from external source,Honeynet Project Honeypot Datasets,United Kingdom,London,51.5074,-0.1278,India,Mumbai,19.076,72.8777
960,85981,13:52:37,219.238.53.68,83.154.64.203,21,DNS,Botnet Activity,Critical,DNS,1.0,Detected Botnet Activity from external source,Abuse.ch Threat Feeds,Japan,Tokyo,35.6895,139.6917,Germany,Frankfurt,50.1109,8.6821
959,50314,13:52:37,219.160.203.50,53.212.51.22,445,ICMP,Man-in-the-Middle,Critical,Email,0.99,Detected Man-in-the-Middle from internal source,Honeynet Project Honeypot Datasets,Germany,Frankfurt,50.1109,8.6821,Singapore,Singapore,1.3521,103.8198
958,71525,13:52:37,200.204.55.78,153.203.70.179,445,DNS,Zero-Day Exploit,Critical,Email,0.93,Detected Zero-Day Exploit from external source,CIRT Threat Intelligence Feeds,Brazil,São Paulo,-23.5505,-46.6333,Germany,Frankfurt,50.1109,8.6821
957,51434,13:52:37,241.94.232.240,201.69.40.83,445,HTTPS,Man-in-the-Middle,Critical,Email,1.0,Detected Man-in-the-Middle from external source,Abuse.ch Threat Feeds,India,Bengaluru,12.9716,77.5946,Germany,Frankfurt,50.1109,8.6821
956,64590,13:52:37,45.198.208.79,218.22.99.164,5432,TCP,Ransomware,Critical,DNS,0.99,Detected Ransomware from external source,Shadowserver Foundation Public Datasets,Japan,Tokyo,35.6895,139.6917,Germany,Frankfurt,50.1109,8.6821
955,95393,13:52:37,166.117.28.74,94.239.39.155,445,ICMP,SQL Injection,Critical,Email,0.99,Detected SQL Injection from internal source,OpenThreatExchange (AlienVault OTX) Data Pulses,South Africa,Johannesburg,-26.2041,28.0473,United States,San Francisco,37.7749,-122.4194
954,71164,13:52:37,12.89.170.197,137.201.242.239,443,TCP,Zero-Day Exploit,Critical,DNS,0.97,Detected Zero-Day Exploit from external source,GreyNoise Attack Source Intelligence,India,Mumbai,19.076,72.8777,Brazil,São Paulo,-23.5505,-46.6333
953,33249,13:52:37,80.182.113.252,104.170.130.104,443,UDP,Data Exfiltration,Critical,DNS,0.87,Detected Data Exfiltration from internal source,Spamhaus DROP / EDROP Threat Feeds,Canada,Toronto,43.65107,-79.347015,United States,San Francisco,37.7749,-122.4194
952,84810,13:52:37,72.214.88.37,175.5.105.10,22,TCP,Malware Download,Critical,Network,1.0,Detected Malware Download from internal source,GreyNoise Attack Source Intelligence,India,Bengaluru,12.9716,77.5946,Australia,Sydney,-33.8688,151.2093
951,11904,13:52:37,105.186.20.140,241.183.74.194,22,ICMP,Botnet Activity,Critical,Network,0.94,Detected Botnet Activity from internal source,Shadowserver Foundation Public Datasets,United States,San Francisco,37.7749,-122.4194,Singapore,Singapore,1.3521,103.8198
950,91257,13:52:35,114.56.242.192,201.255.254.35,139,HTTP,Man-in-the-Middle,Critical,Application,0.92,Detected Man-in-the-Middle from internal source,Shadowserver Foundation Public Datasets,Canada,Toronto,43.65107,-79.347015,Japan,Tokyo,35.6895,139.6917
949,57126,13:52:35,188.154.71.133,9.37.191.156,8080,HTTP,Brute Force,Critical,DNS,0.99,Detected Brute Force from external source,RIPE Atlas Measurement Data,Germany,Frankfurt,50.1109,8.6821,India,Mumbai,19.076,72.8777
948,57361,13:52:35,1.95.62.109,224.27.117.43,25,ICMP,Ransomware,Critical,Endpoint,1.0,Detected Ransomware from internal source,CAIDA UCSD Network Telescope,Germany,Frankfurt,50.1109,8.6821,Singapore,Singapore,1.3521,103.8198
947,95682,13:52:35,155.68.113.23,198.138.187.25,139,TCP,DNS Tunneling,Critical,DNS,1.0,Detected DNS Tunneling from internal source,CIRT Threat Intelligence Feeds,Brazil,São Paulo,-23.5505,-46.6333,Australia,Sydney,-33.8688,151.2093
946,66615,13:52:35,215.135.46.214,40.87.139.89,139,ICMP,Malware Download,Medium,Application,0.52,Detected Malware Download from internal source,GreyNoise Attack Source Intelligence,Brazil,São Paulo,-23.5505,-46.6333,United States,San Francisco,37.7749,-122.4194
945,92160,13:52:35,48.94.21.232,232.50.15.3,123,ICMP,Brute Force,Critical,Network,0.92,Detected Brute Force from internal source,Honeynet Project Honeypot Datasets,Brazil,São Paulo,-23.5505,-46.6333,Australia,Sydney,-33.8688,151.2093
944,25021,13:52:33,253.147.49.19,25.110.65.107,8080,UDP,Phishing,Critical,Endpoint,0.93,Detected Phishing from external source,CERT NetFlow & Incident Datasets,Singapore,Singapore,1.3521,103.8198,Japan,Tokyo,35.6895,139.6917
943,61879,13:52:33,15.245.248.73,5.113.239.10,8080,ICMP,Brute Force,Critical,DNS,0.98,Detected Brute Force from internal source,Spamhaus DROP / EDROP Threat Feeds,Canada,Toronto,43.65107,-79.347015,India,Mumbai,19.076,72.8777
942,62723,13:52:33,36.238.53.47,144.190.81.153,25,TCP,Port Scan,Critical,Web,0.99,Detected Port Scan from internal source,MAWI Packet Trace Archive,United Kingdom,London,51.5074,-0.1278,Singapore,Singapore,1.3521,103.8198
941,87812,13:52:33,31.74.50.215,237.180.78.166,5432,HTTP,Ransomware,Critical,Application,1.0,Detected Ransomware from external source,Rapid7 Project Sonar,United States,San Francisco,37.7749,-122.4194,United Kingdom,London,51.5074,-0.1278
940,86721,13:52:33,123.114.254.189,221.98.102.180,3306,HTTPS,Man-in-the-Middle,Critical,Email,0.85,Detected Man-in-the-Middle from external source,CIRT Threat Intelligence Feeds,United Kingdom,London,51.5074,-0.1278,United States,San Francisco,37.7749,-122.4194
939,67193,13:52:31,55.127.43.228,6.129.82.133,139,HTTPS,Botnet Activity,Critical,Email,1.0,Detected Botnet Activity from internal source,MAWI Packet Trace Archive,United States,New York,40.7128,-74.006,United Kingdom,London,51.5074,-0.1278
938,34855,13:52:31,129.103.155.239,105.17.225.110,445,ICMP,DNS Tunneling,Critical,Network,0.98,Detected DNS Tunneling from internal source,MAWI Packet Trace Archive,Japan,Tokyo,35.6895,139.6917,United Kingdom,London,51.5074,-0.1278
937,63199,13:52:31,68.214.81.230,113.23.8.163,53,UDP,Man-in-the-Middle,Critical,DNS,1.0,Detected Man-in-the-Middle from internal source,RIPE Atlas Measurement Data,Singapore,Singapore,1.3521,103.8198,South Africa,Johannesburg,-26.2041,28.0473
936,69070,13:52:31,118.240.99.165,95.59.79.137,22,DNS,Ransomware,Critical,DNS,0.97,Detected Ransomware from external source,Rapid7 Project Sonar,United Kingdom,London,51.5074,-0.1278,India,Mumbai,19.076,72.8777
935,50901,13:52:31,102.128.150.231,254.123.96.239,123,DNS,Malware Download,Critical,Application,1.0,Detected Malware Download from external source,OpenThreatExchange (AlienVault OTX) Data Pulses,Japan,Tokyo,35.6895,139.6917,United States,San Francisco,37.7749,-122.4194
934,29009,13:52:31,77.43.64.83,123.171.96.91,123,DNS,Brute Force,Critical,Network,0.96,Detected Brute Force from internal source,RIPE Atlas Measurement Data,United States,San Francisco,37.7749,-122.4194,United Kingdom,London,51.5074,-0.1278
933,69606,13:52:29,109.117.125.150,122.77.226.13,443,DNS,Privilege Escalation,Critical,Network,0.98,Detected Privilege Escalation from internal source,Shadowserver Foundation Public Datasets,Australia,Sydney,-33.8688,151.2093,Japan,Tokyo,35.6895,139.6917
932,49879,13:52:29,229.75.232.2,198.145.130.118,139,DNS,Port Scan,Critical,Network,0.97,Detected Port Scan from external source,Abuse.ch Threat Feeds,United Kingdom,London,51.5074,-0.1278,Brazil,São Paulo,-23.5505,-46.6333
931,47076,13:52:29,231.110.171.252,136.199.255.221,123,HTTP,Zero-Day Exploit,Critical,Web,0.98,Detected Zero-Day Exploit from internal source,Spamhaus DROP / EDROP Threat Feeds,India,Bengaluru,12.9716,77.5946,Brazil,São Paulo,-23.5505,-46.6333
930,78850,13:52:29,214.54.46.55,186.191.55.172,80,TCP,Ransomware,Critical,DNS,0.97,Detected Ransomware from internal source,CERT NetFlow & Incident Datasets,South Africa,Johannesburg,-26.2041,28.0473,Canada,Toronto,43.65107,-79.347015
929,14467,13:52:27,87.4.90.80,206.76.191.94,21,TCP,SQL Injection,Critical,Network,1.0,Detected SQL Injection from internal source,Honeynet Project Honeypot Datasets,Australia,Sydney,-33.8688,151.2093,South Africa,Johannesburg,-26.2041,28.0473
928,93324,13:52:27,120.89.236.151,25.115.38.8,53,HTTP,Zero-Day Exploit,Critical,Web,1.0,Detected Zero-Day Exploit from external source,Team Cymru Malware & ASN Intelligence,Canada,Toronto,43.65107,-79.347015,United Kingdom,London,51.5074,-0.1278
927,28931,13:52:27,66.50.183.112,227.127.20.157,443,ICMP,Malware Download,Critical,Endpoint,0.92,Detected Malware Download from internal source,GreyNoise Attack Source Intelligence,India,Mumbai,19.076,72.8777,Brazil,São Paulo,-23.5505,-46.6333
926,28855,13:52:26,51.93.90.36,82.91.103.45,8080,ICMP,Brute Force,Critical,Web,1.0,Detected Brute Force from external source,RIPE Atlas Measurement Data,United States,San Francisco,37.7749,-122.4194,Singapore,Singapore,1.3521,103.8198
925,45545,13:52:26,231.130.134.3,102.11.212.53,25,HTTP,Data Exfiltration,Critical,DNS,0.99,Detected Data Exfiltration from internal source,CAIDA UCSD Network Telescope,India,Mumbai,19.076,72.8777,Brazil,São Paulo,-23.5505,-46.6333
924,79662,13:52:26,58.178.64.6,216.3.100.39,5432,ICMP,Malware Download,Critical,Email,0.92,Detected Malware Download from internal source,Rapid7 Project Sonar,Germany,Frankfurt,50.1109,8.6821,Canada,Toronto,43.65107,-79.347015
923,84221,13:52:26,239.67.226.19,42.18.37.100,53,HTTP,Brute Force,Critical,Application,0.99,Detected Brute Force from external source,CERT NetFlow & Incident Datasets,Canada,Toronto,43.65107,-79.347015,United Kingdom,London,51.5074,-0.1278
922,95685,13:52:26,192.176.193.74,144.79.132.213,445,ICMP,Malware Download,Critical,DNS,0.99,Detected Malware Download from external source,Honeynet Project Honeypot Datasets,Japan,Tokyo,35.6895,139.6917,United States,New York,40.7128,-74.006
921,75877,13:52:26,6.85.214.99,151.86.64.160,3306,ICMP,DNS Tunneling,Critical,Network,0.96,Detected DNS Tunneling from internal source,RIPE Atlas Measurement Data,Canada,Toronto,43.65107,-79.347015,Australia,Sydney,-33.8688,151.2093
920,42243,13:52:26,182.175.63.204,114.196.124.251,5432,ICMP,Privilege Escalation,Low,Application,0.46,Detected Privilege Escalation from external source,DShield / SANS Internet Storm Center Logs,Japan,Tokyo,35.6895,139.6917,Australia,Sydney,-33.8688,151.2093
919,39143,13:52:26,121.126.86.180,129.246.90.83,443,DNS,Malware Download,Critical,Email,0.99,Detected Malware Download from external source,Abuse.ch Threat Feeds,United States,San Francisco,37.7749,-122.4194,Canada,Toronto,43.65107,-79.347015
918,84201,13:52:26,157.165.253.162,21.145.14.99,53,DNS,XSS Attempt,Critical,DNS,1.0,Detected XSS Attempt from external source,Team Cymru Malware & ASN Intelligence,Canada,Toronto,43.65107,-79.347015,United States,New York,40.7128,-74.006
917,55055,13:52:26,65.191.175.166,7.3.233.179,53,ICMP,Botnet Activity,Critical,Email,0.99,Detected Botnet Activity from external source,Team Cymru Malware & ASN Intelligence,United States,New York,40.7128,-74.006,India,Mumbai,19.076,72.8777
916,22972,13:52:26,251.63.2.115,71.149.171.231,443,UDP,Phishing,High,DNS,0.71,Detected Phishing from external source,Honeynet Project Honeypot Datasets,India,Mumbai,19.076,72.8777,Germany,Frankfurt,50.1109,8.6821
915,86012,13:52:26,112.174.174.53,230.246.108.176,139,UDP,Privilege Escalation,Critical,Email,0.99,Detected Privilege Escalation from external source,Spamhaus DROP / EDROP Threat Feeds,India,Bengaluru,12.9716,77.5946,United Kingdom,London,51.5074,-0.1278
914,72456,13:52:26,210.166.42.170,218.85.127.67,123,UDP,SQL Injection,Critical,Email,1.0,Detected SQL Injection from external source,RIPE Atlas Measurement Data,Canada,Toronto,43.65107,-79.347015,United States,New York,40.7128,-74.006
913,18277,13:52:24,202.45.67.144,168.235.178.42,22,ICMP,SQL Injection,Critical,Network,1.0,Detected SQL Injection from internal source,CAIDA UCSD Network Telescope,United Kingdom,London,51.5074,-0.1278,Germany,Frankfurt,50.1109,8.6821
912,35720,13:52:24,9.154.124.219,96.161.82.81,443,HTTPS,DNS Tunneling,Critical,Endpoint,1.0,Detected DNS Tunneling from external source,RIPE Atlas Measurement Data,United Kingdom,London,51.5074,-0.1278,Germany,Frankfurt,50.1109,8.6821
911,58666,13:52:24,134.17.43.82,89.184.231.216,22,UDP,Data Exfiltration,Critical,Endpoint,0.99,Detected Data Exfiltration from external source,GreyNoise Attack Source Intelligence,Canada,Toronto,43.65107,-79.347015,Japan,Tokyo,35.6895,139.6917
910,41525,13:52:24,150.159.87.249,254.27.113.67,25,TCP,Malware Download,Critical,DNS,1.0,Detected Malware Download from external source,Abuse.ch Threat Feeds,United Kingdom,London,51.5074,-0.1278,Germany,Frankfurt,50.1109,8.6821
909,11001,13:52:24,118.34.26.157,174.52.33.232,123,ICMP,Data Exfiltration,Critical,DNS,0.95,Detected Data Exfiltration from internal source,Team Cymru Malware & ASN Intelligence,Australia,Sydney,-33.8688,151.2093,Singapore,Singapore,1.3521,103.8198
908,55699,13:52:24,214.238.154.20,18.36.17.22,445,HTTPS,Malware Download,Critical,Web,1.0,Detected Malware Download from internal source,RIPE Atlas Measurement Data,Singapore,Singapore,1.3521,103.8198,Brazil,São Paulo,-23.5505,-46.6333
907,35886,13:52:24,251.135.90.171,168.112.227.176,123,UDP,DNS Tunneling,Critical,Network,0.89,Detected DNS Tunneling from external source,Honeynet Project Honeypot Datasets,United States,San Francisco,37.7749,-122.4194,Singapore,Singapore,1.3521,103.8198
906,38282,13:52:24,45.39.104.154,129.245.57.179,21,HTTPS,Phishing,Critical,DNS,0.95,Detected Phishing from internal source,RIPE Atlas Measurement Data,Canada,Toronto,43.65107,-79.347015,Japan,Tokyo,35.6895,139.6917
905,58724,13:52:24,210.162.155.83,33.127.11.86,123,TCP,Phishing,Critical,Network,0.99,Detected Phishing from external source,Honeynet Project Honeypot Datasets,Singapore,Singapore,1.3521,103.8198,India,Bengaluru,12.9716,77.5946
904,14125,13:52:24,4.99.241.130,168.224.94.28,445,DNS,DDoS Attack,High,Web,0.82,Detected DDoS Attack from external source,Shadowserver Foundation Public Datasets,Japan,Tokyo,35.6895,139.6917,India,Bengaluru,12.9716,77.5946
903,65486,13:52:24,210.103.58.145,110.232.122.145,445,HTTPS,Botnet Activity,High,Network,0.84,Detected Botnet Activity from external source,MAWI Packet Trace Archive,Singapore,Singapore,1.3521,103.8198,South Africa,Johannesburg,-26.2041,28.0473
902,37165,13:52:24,172.70.204.139,198.143.111.205,21,UDP,SQL Injection,Critical,Web,1.0,Detected SQL Injection from external source,OpenThreatExchange (AlienVault OTX) Data Pulses,Canada,Toronto,43.65107,-79.347015,United States,San Francisco,37.7749,-122.4194
901,70748,13:52:22,236.20.6.224,238.158.232.249,80,HTTP,Botnet Activity,Critical,Application,1.0,Detected Botnet Activity from external source,Abuse.ch Threat Feeds,Singapore,Singapore,1.3521,103.8198,India,Bengaluru,12.9716,77.5946
900,37740,13:52:22,168.227.230.77,190.11.71.180,53,ICMP,Port Scan,Critical,Network,1.0,Detected Port Scan from internal source,Rapid7 Project Sonar,India,Bengaluru,12.9716,77.5946,South Africa,Johannesburg,-26.2041,28.0473
899,60997,13:52:22,36.141.64.181,114.155.190.55,5432,HTTPS,Privilege Escalation,Critical,Application,0.99,Detected Privilege Escalation from external source,Team Cymru Malware & ASN Intelligence,United States,San Francisco,37.7749,-122.4194,India,Mumbai,19.076,72.8777
898,90740,13:52:22,35.102.40.77,100.2.208.211,445,HTTP,DNS Tunneling,Critical,Network,0.99,Detected DNS Tunneling from internal source,Abuse.ch Threat Feeds,United States,New York,40.7128,-74.006,India,Bengaluru,12.9716,77.5946
897,13161,13:52:22,40.122.237.134,137.115.195.73,21,ICMP,Zero-Day Exploit,Critical,Endpoint,0.94,Detected Zero-Day Exploit from external source,MAWI Packet Trace Archive,Australia,Sydney,-33.8688,151.2093,India,Bengaluru,12.9716,77.5946
896,15969,13:52:22,237.162.90.53,143.134.248.161,5432,UDP,Data Exfiltration,Critical,Endpoint,1.0,Detected Data Exfiltration from external source,CAIDA UCSD Network Telescope,Australia,Sydney,-33.8688,151.2093,United Kingdom,London,51.5074,-0.1278
895,17853,13:52:22,167.14.44.213,213.5.46.252,80,HTTPS,Zero-Day Exploit,Critical,Endpoint,1.0,Detected Zero-Day Exploit from external source,Rapid7 Project Sonar,United States,San Francisco,37.7749,-122.4194,India,Bengaluru,12.9716,77.5946
894,70542,13:52:22,230.8.212.131,27.55.215.48,445,TCP,Brute Force,Critical,Network,1.0,Detected Brute Force from external source,CERT NetFlow & Incident Datasets,India,Mumbai,19.076,72.8777,South Africa,Johannesburg,-26.2041,28.0473
893,23645,13:52:22,17.241.76.186,45.37.48.165,5432,UDP,DNS Tunneling,Critical,Email,1.0,Detected DNS Tunneling from internal source,RIPE Atlas Measurement Data,India,Mumbai,19.076,72.8777,Japan,Tokyo,35.6895,139.6917
892,25513,13:52:22,254.212.240.206,20.234.56.80,5432,HTTPS,SQL Injection,Critical,DNS,0.99,Detected SQL Injection from internal source,MAWI Packet Trace Archive,United Kingdom,London,51.5074,-0.1278,India,Mumbai,19.076,72.8777
891,43916,13:52:22,171.250.209.93,10.8.189.72,123,HTTP,DDoS Attack,Critical,Network,1.0,Detected DDoS Attack from external source,OpenThreatExchange (AlienVault OTX) Data Pulses,India,Mumbai,19.076,72.8777,Canada,Toronto,43.65107,-79.347015
890,21496,13:52:22,27.51.162.89,149.196.196.174,80,UDP,Malware Download,Critical,Network,1.0,Detected Malware Download from external source,CAIDA UCSD Network Telescope,Germany,Frankfurt,50.1109,8.6821,Brazil,São Paulo,-23.5505,-46.6333
889,76544,13:52:22,218.168.8.47,94.77.182.56,123,ICMP,DNS Tunneling,Critical,Network,0.93,Detected DNS Tunneling from internal source,CIRT Threat Intelligence Feeds,Canada,Toronto,43.65107,-79.347015,United States,San Francisco,37.7749,-122.4194
888,87079,13:52:22,173.79.40.157,181.171.23.157,21,DNS,Port Scan,Critical,Web,1.0,Detected Port Scan from internal source,MAWI Packet Trace Archive,India,Mumbai,19.076,72.8777,United States,New York,40.7128,-74.006
887,14591,13:52:20,197.128.134.208,194.125.221.28,139,DNS,Zero-Day Exploit,Critical,Web,0.96,Detected Zero-Day Exploit from internal source,Shadowserver Foundation Public Datasets,Australia,Sydney,-33.8688,151.2093,Canada,Toronto,43.65107,-79.347015
886,93395,13:52:20,197.154.249.180,196.28.199.147,53,HTTP,DNS Tunneling,Critical,Endpoint,1.0,Detected DNS Tunneling from external source,Spamhaus DROP / EDROP Threat Feeds,Japan,Tokyo,35.6895,139.6917,Canada,Toronto,43.65107,-79.347015
885,50449,13:52:20,193.220.134.103,3.1.165.210,443,HTTPS,Ransomware,Medium,DNS,0.63,Detected Ransomware from internal source,OpenThreatExchange (AlienVault OTX) Data Pulses,United States,San Francisco,37.7749,-122.4194,Japan,Tokyo,35.6895,139.6917
884,35420,13:52:18,96.240.161.224,110.174.143.54,8080,DNS,Data Exfiltration,Critical,Application,0.95,Detected Data Exfiltration from internal source,DShield / SANS Internet Storm Center Logs,South Africa,Johannesburg,-26.2041,28.0473,United Kingdom,London,51.5074,-0.1278
883,59883,13:52:17,173.10.219.95,76.38.244.153,139,UDP,Privilege Escalation,Critical,Application,0.99,Detected Privilege Escalation from external source,OpenThreatExchange (AlienVault OTX) Data Pulses,Germany,Frankfurt,50.1109,8.6821,United Kingdom,London,51.5074,-0.1278
882,29484,13:52:17,90.192.61.68,8.137.126.46,25,HTTPS,XSS Attempt,Critical,Network,0.99,Detected XSS Attempt from internal source,Team Cymru Malware & ASN Intelligence,United States,San Francisco,37.7749,-122.4194,South Africa,Johannesburg,-26.2041,28.0473
881,38745,13:52:17,38.184.44.112,93.255.88.189,445,DNS,DDoS Attack,Critical,Network,0.97,Detected DDoS Attack from external source,OpenThreatExchange (AlienVault OTX) Data Pulses,Brazil,São Paulo,-23.5505,-46.6333,United States,San Francisco,37.7749,-122.4194
880,72562,13:52:17,83.56.163.202,197.94.144.13,53,HTTPS,Data Exfiltration,Critical,Email,0.95,Detected Data Exfiltration from internal source,Abuse.ch Threat Feeds,United States,San Francisco,37.7749,-122.4194,Germany,Frankfurt,50.1109,8.6821
879,17900,13:52:17,106.248.160.220,128.43.79.230,139,ICMP,Malware Download,Critical,Network,1.0,Detected Malware Download from internal source,CERT NetFlow & Incident Datasets,Japan,Tokyo,35.6895,139.6917,United States,New York,40.7128,-74.006
878,81917,13:52:17,72.178.24.233,212.17.234.31,8080,HTTPS,Port Scan,Critical,Email,0.96,Detected Port Scan from internal source,CIRT Threat Intelligence Feeds,United Kingdom,London,51.5074,-0.1278,Australia,Sydney,-33.8688,151.2093
877,18661,13:52:17,70.165.95.26,198.122.72.241,443,ICMP,Zero-Day Exploit,Critical,Network,0.88,Detected Zero-Day Exploit from internal source,Abuse.ch Threat Feeds,United States,San Francisco,37.7749,-122.4194,India,Mumbai,19.076,72.8777
876,32698,13:52:17,17.89.216.252,81.104.148.107,25,HTTP,Ransomware,Medium,Network,0.62,Detected Ransomware from internal source,FireHOL IP Blacklist Aggregator Feeds,Singapore,Singapore,1.3521,103.8198,India,Mumbai,19.076,72.8777
875,80234,13:52:17,38.195.78.129,252.206.110.58,445,DNS,Port Scan,Low,Endpoint,0.38,Detected Port Scan from internal source,CIRT Threat Intelligence Feeds,Australia,Sydney,-33.8688,151.2093,United States,New York,40.7128,-74.006
874,93512,13:52:15,3.139.110.174,145.92.47.14,5432,HTTPS,Botnet Activity,Low,Email,0.41,Detected Botnet Activity from internal source,CERT NetFlow & Incident Datasets,Brazil,São Paulo,-23.5505,-46.6333,India,Mumbai,19.076,72.8777
873,80574,13:52:15,4.140.67.44,195.12.183.236,5432,HTTPS,DDoS Attack,Critical,Email,0.98,Detected DDoS Attack from internal source,FireHOL IP Blacklist Aggregator Feeds,Australia,Sydney,-33.8688,151.2093,United Kingdom,London,51.5074,-0.1278
